Hesap No,Müşteri No,Hesap Türü,Bakiye,Bakiye (TL),Bakiye (USD),Bakiye (EUR),Şube Kodu,Hesap Açılış Tarihi,Hesap Durumu
281,141,Vadeli Mevduat,61958.26,61958.26,7739.26,7324.1,36,2021-01-06,Aktif
282,142,Vadeli Mevduat,142593.36,142593.36,16007.12,8605.38,25,2022-01-20,Aktif
283,143,Vadesiz Mevduat,142646.79,142646.79,7311.47,16437.89,4,2022-11-01,Aktif
284,144,Vadesiz Mevduat,18317.01,18317.01,1899.28,818.42,36,2022-02-22,Aktif
285,144,Döviz Hesabı,63909.62,63909.62,6808.77,5288.21,5,2023-05-22,Aktif
286,145,Döviz Hesabı,149000.13,149000.13,5914.31,5726.28,35,2024-09-24,Aktif
287,145,Vadesiz Mevduat,51158.15,51158.15,2401.76,4322.52,33,2023-01-21,Aktif
288,146,Vadesiz Mevduat,24458.81,24458.81,2711.3,786.58,16,2022-03-16,Aktif
289,146,Vadesiz Mevduat,87739.85,87739.85,3401.88,4356.53,24,2023-09-13,Aktif
290,147,Vadesiz Mevduat,144244.36,144244.36,18492.25,10091.64,6,2023-02-15,Aktif
291,147,Vadeli Mevduat,786.82,786.82,94.05,46.09,35,2024-08-17,Kapalı
292,148,Vadesiz Mevduat,62913.06,62913.06,2699.77,1979.66,34,2024-04-17,Kapalı
293,149,Vadesiz Mevduat,136488.74,136488.74,2158.62,14339.49,25,2022-09-16,Aktif
294,149,Vadesiz Mevduat,27321.9,27321.9,1882.77,946.55,40,2024-08-02,Aktif
295,149,Vadesiz Mevduat,33445.54,33445.54,2041.73,2692.99,38,2021-12-31,Aktif
296,150,Vadesiz Mevduat,42974.11,42974.11,428.92,1937.5,4,2024-09-02,Aktif
297,150,Vadeli Mevduat,9592.18,9592.18,671.22,253.53,18,2023-04-22,Aktif
298,151,Vadesiz Mevduat,64461.54,64461.54,8584.27,2950.6,38,2022-03-29,Aktif
299,151,Vadeli Mevduat,5012.44,5012.44,323.08,422.31,39,2024-01-11,Aktif
300,152,Vadesiz Mevduat,147015.26,147015.26,8678.05,15435.59,15,2024-08-06,Aktif
301,153,Vadeli Mevduat,72757.12,72757.12,4174.72,3495.46,5,2021-03-10,Aktif
302,154,Vadesiz Mevduat,39587.24,39587.24,2046.21,922.26,39,2021-08-30,Aktif
303,155,Vadeli Mevduat,30024.63,30024.63,1636.8,479.72,14,2024-10-03,Aktif
304,155,Vadesiz Mevduat,13456.4,13456.4,313.41,1160.22,1,2024-10-17,Aktif
305,156,Vadesiz Mevduat,25353.55,25353.55,2747.74,834.63,21,2022-10-20,Aktif
306,156,Vadeli Mevduat,116105.44,116105.44,12259.46,5677.1,32,2024-07-04,Aktif
307,157,Vadesiz Mevduat,42954.49,42954.49,4443.55,640.89,31,2023-05-26,Aktif
308,157,Vadesiz Mevduat,59998.52,59998.52,3302.41,2614.03,1,2023-12-19,Aktif
309,157,Vadesiz Mevduat,26677.72,26677.72,39.18,741.17,34,2024-02-16,Aktif
310,158,Vadesiz Mevduat,83038.21,83038.21,1293.36,5673.39,38,2022-03-06,Aktif
311,159,Vadeli Mevduat,115953.36,115953.36,16062.04,5122.89,17,2023-12-19,Aktif
312,159,Vadesiz Mevduat,105352.6,105352.6,10995.27,5930.07,17,2022-12-11,Aktif
313,159,Vadesiz Mevduat,113887.24,113887.24,10719.62,9511.11,36,2022-10-27,Aktif
314,160,Vadeli Mevduat,144274.17,144274.17,18248.17,15968.92,35,2024-10-09,Aktif
315,161,Vadesiz Mevduat,145139.78,145139.78,10323.98,4786.89,30,2024-06-13,Aktif
316,162,Vadeli Mevduat,9717.73,9717.73,1017.55,1045.43,24,2024-10-17,Aktif
317,162,Vadeli Mevduat,139717.77,139717.77,10559.93,6984.62,29,2021-05-29,Aktif
318,163,Vadesiz Mevduat,21322.35,21322.35,480.05,618.66,40,2022-03-04,Aktif
319,163,Vadesiz Mevduat,3524.71,3524.71,37.32,89.9,16,2023-08-21,Aktif
320,163,Vadeli Mevduat,69692.65,69692.65,2554.87,5206.55,40,2021-05-08,Aktif
321,164,Vadesiz Mevduat,49335.33,49335.33,3069.77,962.84,8,2024-07-16,Aktif
322,165,Vadesiz Mevduat,129644.47,129644.47,14493.61,15268.61,29,2024-04-09,Aktif
323,165,Vadesiz Mevduat,86027.0,86027.0,12360.2,9480.72,24,2022-04-06,Kapalı
324,165,Döviz Hesabı,23412.26,23412.26,1877.92,2545.57,30,2024-08-28,Kapalı
325,166,Vadeli Mevduat,121899.17,121899.17,17548.29,1694.64,4,2022-11-17,Aktif
326,166,Vadesiz Mevduat,90721.05,90721.05,5841.81,1900.92,14,2024-04-11,Aktif
327,167,Vadesiz Mevduat,70306.32,70306.32,4520.57,4007.5,23,2021-03-15,Aktif
328,167,Vadesiz Mevduat,141602.9,141602.9,9259.55,9008.19,10,2022-04-19,Aktif
329,168,Vadesiz Mevduat,81890.36,81890.36,2698.36,1299.56,11,2024-02-01,Aktif
330,169,Vadeli Mevduat,112832.12,112832.12,16570.66,6582.27,31,2021-03-25,Aktif
331,169,Vadeli Mevduat,135998.3,135998.3,19383.0,7486.16,20,2023-08-23,Aktif
332,170,Döviz Hesabı,54059.22,54059.22,7476.07,3319.34,33,2024-03-24,Aktif
333,171,Vadesiz Mevduat,97898.65,97898.65,2447.04,9792.05,34,2021-05-20,Aktif
334,171,Vadesiz Mevduat,135629.38,135629.38,5314.09,14828.07,39,2022-10-13,Kapalı
335,172,Vadeli Mevduat,84884.56,84884.56,2260.14,3086.27,20,2021-06-02,Aktif
336,173,Vadeli Mevduat,56398.62,56398.62,5836.48,1206.37,32,2021-09-06,Aktif
337,173,Vadeli Mevduat,37912.29,37912.29,5154.17,4445.39,7,2021-05-15,Aktif
338,174,Vadeli Mevduat,139960.64,139960.64,5944.09,12510.32,18,2023-02-13,Aktif
339,175,Vadesiz Mevduat,129959.92,129959.92,14501.28,7719.28,32,2024-09-02,Kapalı
340,176,Vadesiz Mevduat,20253.22,20253.22,2641.85,573.88,23,2023-11-02,Kapalı
341,176,Vadesiz Mevduat,59774.7,59774.7,212.63,4905.36,12,2021-09-10,Aktif
342,177,Vadeli Mevduat,74145.12,74145.12,9141.54,6001.68,25,2023-06-05,Aktif
343,178,Vadesiz Mevduat,114322.29,114322.29,6734.22,1743.59,35,2021-10-18,Kapalı
344,178,Vadeli Mevduat,74662.91,74662.91,9751.26,6358.69,4,2023-05-02,Aktif
345,179,Vadeli Mevduat,49680.92,49680.92,1469.46,2427.65,36,2022-04-11,Aktif
346,179,Vadesiz Mevduat,145752.01,145752.01,5384.98,6899.47,17,2023-10-24,Aktif
347,180,Vadeli Mevduat,126588.9,126588.9,5090.27,14797.1,31,2023-07-11,Aktif
348,181,Vadeli Mevduat,18600.57,18600.57,43.37,1076.04,13,2021-01-02,Aktif
349,181,Vadeli Mevduat,66172.19,66172.19,2901.09,3746.83,1,2023-12-20,Aktif
350,181,Vadesiz Mevduat,77702.03,77702.03,5512.34,1479.36,8,2021-03-14,Aktif
351,182,Vadeli Mevduat,3204.31,3204.31,90.98,268.78,37,2023-12-10,Aktif
352,183,Vadesiz Mevduat,19110.74,19110.74,2648.24,989.7,25,2023-01-13,Aktif
353,183,Vadesiz Mevduat,2871.5,2871.5,50.57,13.0,40,2023-08-01,Aktif
354,183,Vadeli Mevduat,2967.85,2967.85,406.87,241.78,9,2022-10-02,Aktif
355,184,Vadesiz Mevduat,95991.43,95991.43,1187.98,10830.42,24,2023-03-22,Aktif
356,184,Döviz Hesabı,53462.13,53462.13,3855.41,549.11,40,2024-06-02,Aktif
357,184,Vadesiz Mevduat,55436.29,55436.29,5083.97,1034.86,4,2023-08-29,Aktif
358,185,Vadesiz Mevduat,23254.35,23254.35,735.05,33.09,1,2023-08-21,Aktif
359,185,Vadesiz Mevduat,21037.71,21037.71,2646.31,532.67,12,2023-01-24,Aktif
360,186,Vadesiz Mevduat,91948.82,91948.82,13539.43,8977.19,15,2022-05-02,Aktif
361,187,Vadeli Mevduat,91219.71,91219.71,8916.62,2660.58,11,2022-12-13,Aktif
362,187,Vadeli Mevduat,129777.57,129777.57,15317.92,5487.52,6,2021-04-16,Aktif
363,188,Döviz Hesabı,39145.14,39145.14,3346.31,2326.21,5,2022-09-01,Aktif
364,189,Vadeli Mevduat,36743.41,36743.41,3611.61,3720.69,28,2022-08-04,Aktif
365,189,Vadeli Mevduat,11214.95,11214.95,1331.91,151.72,13,2024-10-10,Aktif
366,190,Vadeli Mevduat,119966.92,119966.92,7643.71,5769.39,40,2023-12-15,Aktif
367,191,Vadesiz Mevduat,102831.86,102831.86,270.64,4446.29,40,2022-04-02,Kapalı
368,192,Vadeli Mevduat,76738.52,76738.52,5173.28,4793.14,8,2024-07-12,Aktif
369,192,Vadesiz Mevduat,67115.14,67115.14,512.28,3172.37,7,2022-06-07,Kapalı
370,192,Vadesiz Mevduat,80574.74,80574.74,5314.1,4938.4,3,2024-02-04,Aktif
371,193,Vadesiz Mevduat,102846.32,102846.32,1604.88,10514.81,31,2022-06-20,Aktif
372,193,Vadesiz Mevduat,83432.76,83432.76,7743.37,1341.81,13,2021-10-02,Aktif
373,193,Vadesiz Mevduat,113658.18,113658.18,8499.26,9392.08,3,2024-10-19,Aktif
374,194,Vadesiz Mevduat,41119.15,41119.15,1304.78,4267.34,11,2023-04-15,Aktif
375,195,Vadesiz Mevduat,59911.01,59911.01,3176.76,2239.18,40,2022-07-31,Kapalı
376,196,Vadesiz Mevduat,24621.79,24621.79,1135.34,392.53,29,2021-08-25,Aktif
377,196,Vadesiz Mevduat,46155.86,46155.86,3449.85,559.68,17,2021-05-08,Kapalı
378,197,Vadesiz Mevduat,44843.76,44843.76,738.0,2756.61,32,2022-11-26,Aktif
379,197,Vadesiz Mevduat,109660.03,109660.03,11853.88,1150.96,28,2024-08-08,Aktif
380,198,Vadeli Mevduat,29752.42,29752.42,3315.16,282.79,23,2023-05-10,Aktif
381,198,Vadesiz Mevduat,95598.86,95598.86,9542.2,6791.09,1,2023-10-12,Aktif
382,199,Vadeli Mevduat,50690.28,50690.28,7398.3,2162.51,34,2023-11-12,Aktif
383,199,Vadesiz Mevduat,73372.42,73372.42,9171.91,1475.54,14,2024-01-07,Aktif
384,200,Vadesiz Mevduat,125688.05,125688.05,12097.66,1133.74,27,2021-11-11,Aktif
385,200,Vadesiz Mevduat,27934.7,27934.7,753.27,259.87,3,2022-07-01,Aktif
386,200,Vadesiz Mevduat,95667.47,95667.47,6495.64,4375.74,35,2022-08-15,Aktif
387,201,Döviz Hesabı,145592.83,145592.83,3970.77,8737.46,14,2021-11-03,Aktif
388,201,Vadeli Mevduat,63966.09,63966.09,7557.63,3859.24,2,2024-06-02,Aktif
389,201,Vadesiz Mevduat,54748.51,54748.51,5839.89,4129.12,39,2024-04-18,Aktif
390,202,Vadesiz Mevduat,67300.61,67300.61,1505.28,1528.11,18,2024-01-21,Kapalı
391,202,Vadesiz Mevduat,77845.07,77845.07,8662.35,2013.23,22,2024-06-12,Aktif
392,203,Vadesiz Mevduat,103783.18,103783.18,11237.45,2446.76,6,2024-01-11,Kapalı
393,203,Vadeli Mevduat,20057.3,20057.3,2906.91,1952.16,3,2021-11-10,Aktif
394,203,Vadeli Mevduat,40367.47,40367.47,4090.81,4128.92,21,2021-09-10,Aktif
395,204,Vadeli Mevduat,92509.19,92509.19,9679.35,10975.87,38,2024-03-10,Aktif
396,204,Vadesiz Mevduat,67940.97,67940.97,4280.64,6756.93,30,2023-08-28,Aktif
397,204,Vadesiz Mevduat,4852.85,4852.85,41.72,97.56,31,2022-04-07,Aktif
398,205,Vadesiz Mevduat,75468.02,75468.02,1792.87,3739.48,5,2024-08-22,Aktif
399,206,Vadeli Mevduat,122321.36,122321.36,5549.97,12968.3,32,2023-01-16,Aktif
400,206,Vadesiz Mevduat,104424.35,104424.35,5424.94,3863.02,25,2023-06-22,Aktif
401,207,Vadesiz Mevduat,9699.0,9699.0,1139.95,602.85,13,2023-11-15,Aktif
402,207,Vadeli Mevduat,61899.31,61899.31,3763.57,3408.94,17,2021-08-30,Kapalı
403,207,Vadesiz Mevduat,110653.39,110653.39,4218.38,279.68,35,2023-01-19,Aktif
404,208,Vadeli Mevduat,149087.26,149087.26,16329.86,14064.13,28,2021-09-06,Aktif
405,209,Vadeli Mevduat,39324.39,39324.39,1077.54,125.69,18,2022-01-06,Aktif
406,209,Döviz Hesabı,95171.66,95171.66,14174.73,6197.63,1,2023-07-04,Aktif
407,209,Vadesiz Mevduat,104932.18,104932.18,12123.63,4382.03,14,2024-10-17,Aktif
408,210,Vadesiz Mevduat,57656.92,57656.92,4981.96,3469.02,37,2023-03-11,Aktif
409,210,Vadeli Mevduat,106325.94,106325.94,258.47,6701.58,30,2022-07-08,Aktif
410,210,Vadesiz Mevduat,120808.55,120808.55,1473.31,3722.93,30,2021-04-20,Aktif
411,211,Vadeli Mevduat,113518.17,113518.17,6255.23,11580.97,2,2024-05-03,Aktif
412,211,Vadesiz Mevduat,149676.98,149676.98,1745.78,2897.71,23,2024-10-31,Aktif
413,211,Vadeli Mevduat,72488.72,72488.72,8089.1,3860.44,18,2022-12-04,Aktif
414,212,Vadesiz Mevduat,133265.55,133265.55,16901.19,1350.83,24,2023-05-10,Aktif
415,213,Vadesiz Mevduat,80910.85,80910.85,6696.39,1092.43,7,2023-11-16,Aktif
416,213,Vadesiz Mevduat,124553.24,124553.24,13671.37,12261.05,35,2023-08-10,Aktif
417,213,Vadesiz Mevduat,36771.76,36771.76,4113.47,517.5,32,2021-10-03,Kapalı
418,214,Vadeli Mevduat,83573.68,83573.68,6012.41,2667.16,4,2021-06-30,Aktif
419,215,Vadesiz Mevduat,97488.65,97488.65,290.07,7930.43,20,2022-02-26,Aktif
420,216,Vadeli Mevduat,111380.25,111380.25,16001.7,4503.26,4,2023-07-19,Aktif
421,216,Vadeli Mevduat,38729.93,38729.93,4501.95,1341.87,29,2024-07-01,Aktif
422,217,Vadesiz Mevduat,41325.81,41325.81,2643.63,3920.44,15,2023-08-06,Aktif
423,217,Döviz Hesabı,96958.4,96958.4,931.95,3291.58,17,2021-01-13,Aktif
424,218,Vadesiz Mevduat,111786.26,111786.26,997.03,3756.63,5,2021-01-03,Aktif
425,219,Vadeli Mevduat,94830.28,94830.28,4617.31,4569.64,39,2024-04-27,Aktif
426,220,Vadesiz Mevduat,79434.17,79434.17,7880.32,3268.77,29,2023-09-26,Aktif
427,220,Vadesiz Mevduat,20495.99,20495.99,1763.47,1213.66,20,2023-11-20,Aktif
428,220,Vadeli Mevduat,122994.04,122994.04,1520.16,1822.53,40,2023-03-23,Aktif
429,221,Vadeli Mevduat,84643.47,84643.47,1714.96,6574.71,17,2021-03-13,Aktif
430,221,Vadeli Mevduat,30375.83,30375.83,1598.12,2437.38,3,2022-12-16,Aktif
431,222,Döviz Hesabı,11604.28,11604.28,1556.53,801.88,17,2022-09-01,Aktif
432,222,Vadesiz Mevduat,90872.25,90872.25,12798.72,6146.6,20,2022-03-05,Aktif
433,222,Vadeli Mevduat,104998.11,104998.11,10582.84,432.43,35,2024-01-09,Kapalı
434,223,Vadesiz Mevduat,17160.87,17160.87,1504.25,57.62,19,2022-10-31,Aktif
435,223,Vadesiz Mevduat,14674.92,14674.92,1809.03,408.29,7,2021-01-02,Aktif
436,223,Vadesiz Mevduat,34060.04,34060.04,4055.03,4043.52,14,2024-04-23,Aktif
437,224,Vadesiz Mevduat,5611.48,5611.48,295.79,463.24,36,2023-12-20,Kapalı
438,225,Vadesiz Mevduat,23845.45,23845.45,808.71,235.54,3,2024-06-16,Aktif
439,226,Döviz Hesabı,112510.08,112510.08,11214.38,12170.86,23,2023-11-23,Aktif
440,226,Vadesiz Mevduat,29941.77,29941.77,1107.4,2718.29,20,2023-06-12,Aktif
441,227,Vadeli Mevduat,62453.54,62453.54,7495.06,1117.49,31,2021-07-17,Aktif
442,227,Vadeli Mevduat,149480.95,149480.95,6733.74,4246.51,2,2023-11-20,Aktif
443,228,Vadeli Mevduat,23789.1,23789.1,2709.3,536.11,36,2022-01-12,Aktif
444,228,Vadesiz Mevduat,141001.07,141001.07,7189.08,16197.65,15,2021-03-06,Aktif
445,228,Vadeli Mevduat,135463.72,135463.72,5234.49,4384.53,32,2023-05-14,Aktif
446,229,Vadesiz Mevduat,53358.38,53358.38,3346.31,4160.01,9,2023-08-22,Aktif
447,229,Vadesiz Mevduat,113430.28,113430.28,11130.08,12786.94,21,2022-10-01,Aktif
448,230,Vadesiz Mevduat,139751.63,139751.63,13476.97,14958.66,12,2021-11-16,Aktif
449,230,Döviz Hesabı,111977.64,111977.64,6519.27,5947.06,33,2024-08-14,Aktif
450,230,Vadeli Mevduat,88084.18,88084.18,3090.66,9702.71,4,2022-08-10,Aktif
451,231,Vadesiz Mevduat,45381.8,45381.8,3588.45,2260.44,19,2024-06-08,Aktif
452,231,Vadeli Mevduat,121849.66,121849.66,17703.73,10454.05,9,2021-09-15,Aktif
453,231,Vadesiz Mevduat,43799.61,43799.61,2073.49,1264.7,27,2021-07-16,Aktif
454,232,Döviz Hesabı,67451.56,67451.56,7029.16,1507.27,21,2022-04-03,Aktif
455,233,Vadeli Mevduat,90252.35,90252.35,4361.74,8098.85,24,2022-01-30,Aktif
456,234,Vadesiz Mevduat,67200.4,67200.4,9585.9,7612.86,31,2024-05-31,Aktif
457,234,Vadeli Mevduat,120112.94,120112.94,3710.04,8293.93,24,2023-03-31,Kapalı
458,235,Vadeli Mevduat,63061.16,63061.16,7764.19,7416.8,27,2023-03-14,Aktif
459,235,Vadeli Mevduat,78876.33,78876.33,5998.35,2908.7,29,2023-02-16,Aktif
460,236,Vadesiz Mevduat,43056.21,43056.21,5408.92,1087.23,27,2023-08-03,Aktif
461,236,Vadesiz Mevduat,89388.46,89388.46,7162.78,5596.95,7,2024-04-22,Aktif
462,236,Vadesiz Mevduat,42698.02,42698.02,4918.78,410.97,5,2021-01-28,Aktif
463,237,Vadesiz Mevduat,128314.53,128314.53,4868.74,15134.36,26,2021-07-10,Aktif
464,238,Vadeli Mevduat,40246.07,40246.07,1482.37,2866.45,8,2023-09-27,Aktif
465,238,Vadesiz Mevduat,87413.59,87413.59,6589.8,4017.83,38,2023-07-28,Aktif
466,239,Vadesiz Mevduat,104131.02,104131.02,10499.22,4998.21,22,2024-04-21,Aktif
467,239,Döviz Hesabı,75735.34,75735.34,7889.89,5084.59,27,2024-02-08,Aktif
468,240,Vadesiz Mevduat,23606.2,23606.2,677.29,2002.22,40,2021-05-01,Aktif
469,241,Vadesiz Mevduat,128698.66,128698.66,15541.86,3308.74,14,2023-09-02,Aktif
470,241,Vadeli Mevduat,147950.35,147950.35,22071.54,8587.51,39,2023-06-14,Aktif
471,242,Vadesiz Mevduat,88824.73,88824.73,6125.13,2528.14,17,2024-03-28,Aktif
472,242,Vadeli Mevduat,104302.27,104302.27,8880.41,2046.78,3,2023-07-09,Aktif
473,243,Döviz Hesabı,134634.57,134634.57,13732.42,7937.1,4,2023-09-12,Aktif
474,243,Vadesiz Mevduat,65207.25,65207.25,7155.12,6247.45,26,2024-05-29,Aktif
475,243,Döviz Hesabı,27267.72,27267.72,3971.93,2954.01,18,2023-05-12,Aktif
476,244,Vadeli Mevduat,148964.43,148964.43,3758.18,687.11,17,2023-08-09,Aktif
477,244,Vadesiz Mevduat,31457.47,31457.47,3424.57,995.62,8,2023-08-26,Aktif
478,245,Vadesiz Mevduat,82054.03,82054.03,3233.06,2325.8,30,2022-02-01,Aktif
479,246,Vadesiz Mevduat,10454.7,10454.7,674.99,927.95,19,2023-09-04,Aktif
480,246,Döviz Hesabı,4713.19,4713.19,357.9,203.72,35,2021-01-28,Aktif
481,247,Vadesiz Mevduat,136389.37,136389.37,2417.35,1072.6,22,2021-12-29,Aktif
482,247,Vadesiz Mevduat,110928.17,110928.17,11314.37,2112.4,11,2024-04-08,Aktif
483,248,Vadeli Mevduat,148678.05,148678.05,4274.98,16178.61,17,2024-08-23,Aktif
484,249,Vadesiz Mevduat,53800.23,53800.23,615.66,5196.49,21,2022-08-16,Aktif
485,249,Vadeli Mevduat,139250.1,139250.1,7792.63,15021.36,34,2024-09-06,Aktif
486,250,Vadesiz Mevduat,129984.2,129984.2,17285.16,7097.73,34,2021-03-13,Aktif
487,251,Vadesiz Mevduat,104929.48,104929.48,12453.66,11655.53,20,2024-04-19,Kapalı
488,251,Vadesiz Mevduat,147690.55,147690.55,435.8,2145.55,35,2024-10-24,Aktif
489,251,Vadesiz Mevduat,32226.36,32226.36,3872.27,1394.96,23,2021-10-09,Aktif
490,252,Vadesiz Mevduat,128130.78,128130.78,7698.53,10335.99,25,2021-12-16,Aktif
491,253,Vadesiz Mevduat,24351.41,24351.41,1724.37,1336.05,28,2022-09-09,Aktif
492,253,Vadesiz Mevduat,11931.21,11931.21,1116.55,934.64,34,2024-01-18,Aktif
493,253,Vadesiz Mevduat,55970.61,55970.61,3589.85,1770.73,26,2022-10-07,Aktif
494,254,Vadesiz Mevduat,26016.42,26016.42,2834.86,173.23,29,2021-01-24,Aktif
495,254,Vadesiz Mevduat,92532.77,92532.77,9077.29,7299.61,1,2024-01-19,Aktif
496,254,Vadesiz Mevduat,121351.92,121351.92,3941.91,4709.02,20,2021-06-06,Aktif
497,255,Döviz Hesabı,38197.31,38197.31,766.37,1331.82,12,2022-05-19,Kapalı
498,255,Vadesiz Mevduat,106025.1,106025.1,7133.73,738.33,40,2023-07-05,Aktif
499,256,Vadesiz Mevduat,33091.68,33091.68,596.95,1245.09,9,2024-09-03,Aktif
500,256,Vadesiz Mevduat,118787.37,118787.37,15381.39,2379.04,38,2021-06-10,Aktif
501,256,Vadeli Mevduat,102452.87,102452.87,9402.93,6726.8,26,2022-05-30,Kapalı
502,257,Vadeli Mevduat,70722.4,70722.4,3551.36,7655.83,26,2022-03-09,Aktif
503,257,Vadesiz Mevduat,1650.22,1650.22,78.24,62.24,40,2024-07-14,Aktif
504,258,Vadeli Mevduat,33422.41,33422.41,222.82,2603.34,29,2024-10-02,Aktif
505,258,Vadeli Mevduat,44966.49,44966.49,1477.56,19.98,36,2021-01-16,Aktif
506,259,Vadeli Mevduat,117741.12,117741.12,2440.02,10636.78,13,2021-01-20,Aktif
507,260,Vadeli Mevduat,23554.01,23554.01,481.73,2367.76,21,2023-06-21,Aktif
508,261,Vadesiz Mevduat,142644.23,142644.23,9171.55,306.91,18,2021-03-20,Aktif
509,261,Vadeli Mevduat,90968.65,90968.65,3701.72,1149.33,16,2021-06-23,Aktif
510,261,Vadesiz Mevduat,116257.18,116257.18,3880.24,11320.29,26,2022-04-08,Aktif
511,262,Vadeli Mevduat,24209.15,24209.15,435.09,2628.84,1,2022-11-15,Aktif
512,262,Vadesiz Mevduat,63826.76,63826.76,8340.89,5373.93,8,2021-07-29,Aktif
513,262,Vadesiz Mevduat,140048.68,140048.68,3775.21,15605.77,31,2022-12-16,Aktif
514,263,Vadeli Mevduat,134707.76,134707.76,5710.08,5523.13,8,2023-08-20,Aktif
515,263,Vadesiz Mevduat,38649.39,38649.39,312.54,3175.38,30,2024-10-11,Aktif
516,263,Vadesiz Mevduat,135851.45,135851.45,13762.72,2693.73,31,2024-10-08,Aktif
517,264,Vadeli Mevduat,2072.79,2072.79,136.51,40.95,2,2023-05-28,Aktif
518,264,Döviz Hesabı,37010.76,37010.76,5167.13,1954.42,28,2021-02-14,Aktif
519,264,Vadeli Mevduat,133418.84,133418.84,2492.05,8308.02,33,2021-06-29,Aktif
520,265,Döviz Hesabı,147753.39,147753.39,13965.06,11491.66,7,2024-06-10,Aktif
521,265,Vadeli Mevduat,14558.45,14558.45,577.56,970.52,23,2024-04-12,Kapalı
522,265,Vadeli Mevduat,56107.38,56107.38,3146.44,6014.0,39,2021-12-15,Aktif
523,266,Döviz Hesabı,63150.25,63150.25,1577.61,6558.3,8,2024-05-04,Aktif
524,267,Vadesiz Mevduat,13637.35,13637.35,1136.46,650.53,27,2022-07-11,Aktif
525,268,Vadesiz Mevduat,104873.34,104873.34,5311.86,5328.87,34,2022-12-30,Aktif
526,269,Vadesiz Mevduat,94100.33,94100.33,4102.31,7450.43,32,2023-12-03,Aktif
527,269,Vadesiz Mevduat,98306.29,98306.29,9773.55,3400.79,6,2024-07-20,Aktif
528,269,Vadesiz Mevduat,38680.05,38680.05,5718.67,352.06,16,2021-10-19,Aktif
529,270,Vadesiz Mevduat,105400.08,105400.08,11072.07,10729.27,3,2021-10-11,Aktif
530,270,Vadesiz Mevduat,32263.59,32263.59,4067.77,733.29,24,2024-08-03,Aktif
531,271,Vadeli Mevduat,58867.74,58867.74,630.14,6860.64,14,2022-09-04,Aktif
532,272,Vadesiz Mevduat,26358.43,26358.43,1493.56,2826.59,13,2024-02-26,Aktif
533,273,Vadesiz Mevduat,16071.25,16071.25,344.84,1639.27,34,2021-07-22,Aktif
534,274,Vadesiz Mevduat,140443.51,140443.51,7158.9,7153.01,19,2024-09-05,Aktif
535,274,Vadeli Mevduat,70361.88,70361.88,10355.95,7416.22,38,2022-07-07,Aktif
536,274,Vadesiz Mevduat,67346.75,67346.75,3800.56,7522.25,31,2021-07-16,Aktif
537,275,Vadeli Mevduat,87605.03,87605.03,11925.48,10494.92,16,2023-04-29,Aktif
538,276,Vadesiz Mevduat,46378.37,46378.37,2800.46,2596.51,21,2023-12-31,Aktif
539,277,Vadesiz Mevduat,9053.36,9053.36,884.76,447.72,36,2021-02-21,Aktif
540,277,Vadeli Mevduat,87858.48,87858.48,8934.17,2548.2,13,2022-10-08,Aktif
541,278,Döviz Hesabı,138009.97,138009.97,17040.78,3654.93,10,2021-05-23,Aktif
542,278,Vadesiz Mevduat,38819.77,38819.77,466.72,3769.73,16,2022-01-12,Aktif
543,278,Vadesiz Mevduat,15162.93,15162.93,2210.6,507.02,16,2021-10-16,Aktif
544,279,Vadesiz Mevduat,113356.86,113356.86,13337.61,13373.83,8,2022-11-22,Aktif
545,279,Vadesiz Mevduat,16414.19,16414.19,356.38,1897.07,13,2021-09-27,Kapalı
546,279,Vadesiz Mevduat,135961.31,135961.31,9973.65,4089.5,11,2024-04-09,Aktif
547,280,Vadesiz Mevduat,78678.36,78678.36,2209.76,5913.29,23,2022-09-11,Aktif
548,280,Vadesiz Mevduat,68761.3,68761.3,5590.97,2776.36,6,2023-06-15,Aktif
549,281,Döviz Hesabı,112588.82,112588.82,589.72,10562.57,8,2021-06-13,Aktif
550,282,Vadesiz Mevduat,20832.79,20832.79,2804.23,1715.29,8,2023-11-10,Aktif
551,282,Vadeli Mevduat,58124.6,58124.6,3172.58,1485.76,26,2021-04-07,Aktif
552,283,Vadeli Mevduat,148783.15,148783.15,10139.24,10193.54,18,2023-01-30,Aktif
553,284,Vadeli Mevduat,76696.79,76696.79,4832.8,8753.92,17,2023-12-31,Aktif
554,284,Vadeli Mevduat,21408.8,21408.8,2681.96,284.94,13,2023-10-03,Aktif
555,285,Vadesiz Mevduat,145872.37,145872.37,3887.57,3777.38,28,2024-02-15,Aktif
556,285,Vadesiz Mevduat,33180.01,33180.01,2041.78,3723.5,5,2023-11-05,Aktif
557,285,Vadesiz Mevduat,18517.96,18517.96,2437.36,687.65,6,2023-01-21,Kapalı
558,286,Vadeli Mevduat,13855.54,13855.54,236.56,740.08,26,2024-02-09,Aktif
559,286,Vadesiz Mevduat,27518.98,27518.98,2799.18,1852.26,35,2023-07-31,Aktif
560,286,Vadesiz Mevduat,92643.65,92643.65,13038.42,4846.14,9,2021-02-02,Aktif
561,287,Vadeli Mevduat,108148.45,108148.45,9726.13,5531.12,18,2021-12-06,Aktif
562,288,Vadeli Mevduat,130177.67,130177.67,11063.97,13216.49,11,2022-04-30,Aktif
